ben
[bana] PRON.personal.1p.sg,case.dat
[ne]deyiz PRON.inter,num.sg,case.loc,perf.ind.pres.1per.pl
[ne]deymiş PRON.inter,num.sg,case.loc,perf.nfh.ind.past.3per.sg
[ne]deyse PRON.inter,num.sg,case.loc,perf.cnd.pres.3per.sg
[ne]dir PRON.inter,num.sg,case.nom,perf.gen.pres.3per.sg
[ne]dirler PRON.inter,num.sg,case.nom,perf.gen.pres.3per.pl
[ne]ler PRON.inter,num.pl,case.nom
[ne]lerde PRON.inter,num.pl,case.loc
[ne]lerdedir PRON.inter,num.pl,case.loc,perf.gen.pres.3per.sg
[ne]lerdedirler PRON.inter,num.pl,case.loc,perf.gen.pres.3per.pl
[ne]lerdelerdir PRON.inter,num.pl,case.loc,perf.gen.pres.3per.pl
[ne]lerden PRON.inter,num.pl,case.abl
[ne]lerdendi PRON.inter,num.pl,case.abl,perf.ind.past.3per.sg
[ne]lerdendir PRON.inter,num.pl,case.abl,perf.gen.pres.3per.sg
[ne]lerdendirler PRON.inter,num.pl,case.abl,perf.gen.pres.3per.pl
[ne]lerdenim PRON.inter,num.pl,case.abl,perf.ind.pres.1per.sg
[ne]lerdeniz PRON.inter,num.pl,case.abl,perf.ind.pres.1per.pl
[ne]lerdenlerdir PRON.inter,num.pl,case.abl,perf.gen.pres.3per.pl
[ne]lerdenmiş PRON.inter,num.pl,case.abl,perf.nfh.ind.past.3per.sg
[ne]lerdense PRON.inter,num.pl,case.abl,perf.cnd.pres.3per.sg
[ne]lerdensin PRON.inter,num.pl,case.abl,perf.ind.pres.2per.sg
[ne]lerdensiniz PRON.inter,num.pl,case.abl,perf.ind.pres.2per.pl
[ne]lerdesin PRON.inter,num.pl,case.loc,perf.ind.pres.2per.sg
[ne]lerdesiniz PRON.inter,num.pl,case.loc,perf.ind.pres.2per.pl
[ne]lerdeydi PRON.inter,num.pl,case.loc,perf.ind.past.3per.sg
[ne]lerdeyim PRON.inter,num.pl,case.loc,perf.ind.pres.1per.sg
[ne]lerdeyiz PRON.inter,num.pl,case.loc,perf.ind.pres.1per.pl
[ne]lerdeymiş PRON.inter,num.pl,case.loc,perf.nfh.ind.past.3per.sg
[ne]lerdeyse PRON.inter,num.pl,case.loc,perf.cnd.pres.3per.sg
[ne]lerdi PRON.inter,num.pl,case.nom,perf.ind.past.3per.sg
[ne]lerdir PRON.inter,num.pl,case.nom,perf.gen.pres.3per.sg
[ne]lerdir PRON.inter,num.sg,case.nom,perf.gen.pres.3per.pl
[ne]lerdirler PRON.inter,num.pl,case.nom,perf.gen.pres.3per.pl
[ne]lere PRON.inter,num.pl,case.dat
[ne]leredir PRON.inter,num.pl,case.dat,perf.gen.pres.3per.sg
[ne]leredirler PRON.inter,num.pl,case.dat,perf.gen.pres.3per.pl
[ne]lerelerdir PRON.inter,num.pl,case.dat,perf.gen.pres.3per.pl
[ne]leresin PRON.inter,num.pl,case.dat,perf.ind.pres.2per.sg
[ne]leresiniz PRON.inter,num.pl,case.dat,perf.ind.pres.2per.pl
[ne]lereydi PRON.inter,num.pl,case.dat,perf.ind.past.3per.sg
[ne]lereyim PRON.inter,num.pl,case.dat,perf.ind.pres.1per.sg
[ne]lereyiz PRON.inter,num.pl,case.dat,perf.ind.pres.1per.pl
[ne]lereymiş PRON.inter,num.pl,case.dat,perf.nfh.ind.past.3per.sg
[ne]lereyse PRON.inter,num.pl,case.dat,perf.cnd.pres.3per.sg
[ne]leri PRON.inter,num.pl,case.acc
[ne]leri PRON.inter,num.pl,poss.3p.pl
[ne]leri PRON.inter,num.pl,poss.3p.sg
[ne]leri PRON.inter,num.sg,poss.3p.pl
[ne]lerine PRON.inter,num.pl,poss.3p.pl,case.dat
[ne]lerine PRON.inter,num.pl,poss.3p.sg,case.dat
[ne]lerine PRON.inter,num.sg,poss.3p.pl,case.dat
[ne]lerini PRON.inter,num.pl,poss.3p.pl,case.acc
[ne]lerini PRON.inter,num.pl,poss.3p.sg,case.acc
[ne]lerini PRON.inter,num.sg,poss.3p.pl,case.acc
[ne]lerinde PRON.inter,num.pl,poss.3p.pl,case.loc
[ne]lerinde PRON.inter,num.pl,poss.3p.sg,case.loc
[ne]lerinde PRON.inter,num.sg,poss.3p.pl,case.loc
[ne]lerinden PRON.inter,num.pl,poss.3p.pl,case.abl
[ne]lerinden PRON.inter,num.pl,poss.3p.sg,case.abl
[ne]lerinden PRON.inter,num.sg,poss.3p.pl,case.abl
[ne]leriyle PRON.inter,num.pl,poss.3p.pl,case.instr
[ne]leriyle PRON.inter,num.pl,poss.3p.sg,case.instr
[ne]leriyle PRON.inter,num.sg,poss.3p.pl,case.instr
[ne]lerinin PRON.inter,num.pl,poss.3p.pl,case.gen
[ne]lerinin PRON.inter,num.pl,poss.3p.sg,case.gen
[ne]lerinin PRON.inter,num.sg,poss.3p.pl,case.gen
[ne]leridir PRON.inter,num.pl,case.acc,perf.gen.pres.3per.sg
[ne]leridirler PRON.inter,num.pl,case.acc,perf.gen.pres.3per.pl
[ne]lerilerdir PRON.inter,num.pl,case.acc,perf.gen.pres.3per.pl
[ne]lerisin PRON.inter,num.pl,case.acc,perf.ind.pres.2per.sg
[ne]lerisiniz PRON.inter,num.pl,case.acc,perf.ind.pres.2per.pl
[ne]leriydi PRON.inter,num.pl,case.acc,perf.ind.past.3per.sg
[ne]leriyim PRON.inter,num.pl,case.acc,perf.ind.pres.1per.sg
[ne]leriyiz PRON.inter,num.pl,case.acc,perf.ind.pres.1per.pl
[ne]leriymiş PRON.inter,num.pl,case.acc,perf.nfh.ind.past.3per.sg
[ne]leriyse PRON.inter,num.pl,case.acc,perf.cnd.pres.3per.sg
[ne]leriz PRON.inter,num.pl,case.nom,perf.ind.pres.1per.pl
[ne]lerim PRON.inter,num.pl,case.nom,perf.ind.pres.1per.sg
[ne]lerim PRON.inter,num.pl,poss.1p.sg
[ne]lerimiz PRON.inter,num.pl,poss.1p.pl
[ne]lerin PRON.inter,num.pl,case.gen
[ne]lerin PRON.inter,num.pl,poss.2p.sg
[ne]lerindi PRON.inter,num.pl,case.gen,perf.ind.past.3per.sg
[ne]lerindir PRON.inter,num.pl,case.gen,perf.gen.pres.3per.sg
[ne]lerindirler PRON.inter,num.pl,case.gen,perf.gen.pres.3per.pl
[ne]lerinim PRON.inter,num.pl,case.gen,perf.ind.pres.1per.sg
[ne]leriniz PRON.inter,num.pl,case.gen,perf.ind.pres.1per.pl
[ne]leriniz PRON.inter,num.pl,poss.2p.pl
[ne]lerinlerdir PRON.inter,num.pl,case.gen,perf.gen.pres.3per.pl
[ne]lerinmiş PRON.inter,num.pl,case.gen,perf.nfh.ind.past.3per.sg
[ne]lerinse PRON.inter,num.pl,case.gen,perf.cnd.pres.3per.sg
[ne]lerinsin PRON.inter,num.pl,case.gen,perf.ind.pres.2per.sg
[ne]lerinsiniz PRON.inter,num.pl,case.gen,perf.ind.pres.2per.pl
[ne]lerle PRON.inter,num.pl,case.instr
[ne]lerledir PRON.inter,num.pl,case.instr,perf.gen.pres.3per.sg
[ne]lerledirler PRON.inter,num.pl,case.instr,perf.gen.pres.3per.pl
[ne]lerlelerdir PRON.inter,num.pl,case.instr,perf.gen.pres.3per.pl
[ne]lerlerdir PRON.inter,num.pl,case.nom,perf.gen.pres.3per.pl
[ne]lerlesin PRON.inter,num.pl,case.instr,perf.ind.pres.2per.sg
[ne]lerlesiniz PRON.inter,num.pl,case.instr,perf.ind.pres.2per.pl
[ne]lerleydi PRON.inter,num.pl,case.instr,perf.ind.past.3per.sg
[ne]lerleyim PRON.inter,num.pl,case.instr,perf.ind.pres.1per.sg
[ne]lerleyiz PRON.inter,num.pl,case.instr,perf.ind.pres.1per.pl
[ne]lerleymiş PRON.inter,num.pl,case.instr,perf.nfh.ind.past.3per.sg
[ne]lerleyse PRON.inter,num.pl,case.instr,perf.cnd.pres.3per.sg
[ne]lermiş PRON.inter,num.pl,case.nom,perf.nfh.ind.past.3per.sg
[ne]lerse PRON.inter,num.pl,case.nom,perf.cnd.pres.3per.sg
[ne]lersin PRON.inter,num.pl,case.nom,perf.ind.pres.2per.sg
[ne]lersiniz PRON.inter,num.pl,case.nom,perf.ind.pres.2per.pl
[ne]m PRON.inter,num.sg,poss.1p.sg
[ne]miz PRON.inter,num.sg,poss.1p.pl
[ne]n PRON.inter,num.sg,poss.2p.sg
[ne]nin PRON.inter,num.sg,case.gen
[ne]nindi PRON.inter,num.sg,case.gen,perf.ind.past.3per.sg
[ne]nindir PRON.inter,num.sg,case.gen,perf.gen.pres.3per.sg
[ne]nindirler PRON.inter,num.sg,case.gen,perf.gen.pres.3per.pl
[ne]ninim PRON.inter,num.sg,case.gen,perf.ind.pres.1per.sg
[ne]niniz PRON.inter,num.sg,case.gen,perf.ind.pres.1per.pl
[ne]ninlerdir PRON.inter,num.sg,case.gen,perf.gen.pres.3per.pl
[ne]ninmiş PRON.inter,num.sg,case.gen,perf.nfh.ind.past.3per.sg
[ne]ninse PRON.inter,num.sg,case.gen,perf.cnd.pres.3per.sg
[ne]ninsin PRON.inter,num.sg,case.gen,perf.ind.pres.2per.sg
[ne]ninsiniz PRON.inter,num.sg,case.gen,perf.ind.pres.2per.pl
[ne]niz PRON.inter,num.sg,poss.2p.pl
[ne]si PRON.inter,num.sg,poss.3p.sg
[ne]sin PRON.inter,num.sg,case.nom,perf.ind.pres.2per.sg
[ne]siniz PRON.inter,num.sg,case.nom,perf.ind.pres.2per.pl
[ne]ydim PRON.inter,num.sg,case.nom,perf.ind.past.1per.sg
[ne]ydin PRON.inter,num.sg,case.nom,perf.ind.past.2per.sg
[ne]ydi PRON.inter,num.sg,case.nom,perf.ind.past.3per.sg
[ne]ydik PRON.inter,num.sg,case.nom,perf.ind.past.1per.pl
[ne]ydiniz PRON.inter,num.sg,case.nom,perf.ind.past.2per.pl
[ne]ydiler PRON.inter,num.sg,case.nom,perf.ind.past.3per.pl
[ne]ye PRON.inter,num.sg,case.dat
[ne]yedir PRON.inter,num.sg,case.dat,perf.gen.pres.3per.sg
[ne]yedirler PRON.inter,num.sg,case.dat,perf.gen.pres.3per.pl
[ne]yelerdir PRON.inter,num.sg,case.dat,perf.gen.pres.3per.pl
[ne]yesin PRON.inter,num.sg,case.dat,perf.ind.pres.2per.sg
[ne]yesiniz PRON.inter,num.sg,case.dat,perf.ind.pres.2per.pl
[ne]yeyim PRON.inter,num.sg,case.dat,perf.ind.pres.1per.sg
[ne]yeyiz PRON.inter,num.sg,case.dat,perf.ind.pres.1per.pl
[ne]yeler PRON.inter,num.sg,case.dat,perf.ind.pres.3per.pl
[ne]yeydim PRON.inter,num.sg,case.dat,perf.ind.past.1per.sg
[ne]yeydin PRON.inter,num.sg,case.dat,perf.ind.past.2per.sg
[ne]yeydi PRON.inter,num.sg,case.dat,perf.ind.past.3per.sg
[ne]yeydik PRON.inter,num.sg,case.dat,perf.ind.past.1per.pl
[ne]yeydiniz PRON.inter,num.sg,case.dat,perf.ind.past.2per.pl
[ne]yeydiler PRON.inter,num.sg,case.dat,perf.ind.past.3per.pl
[ne]yelerdi PRON.inter,num.sg,case.dat,perf.ind.past.3per.pl
[ne]yeymişim PRON.inter,num.sg,case.dat,perf.nfh.ind.past.1per.sg
[ne]yeymişsin PRON.inter,num.sg,case.dat,perf.nfh.ind.past.2per.sg
[ne]yeymiş PRON.inter,num.sg,case.dat,perf.nfh.ind.past.3per.sg
[ne]yeymişiz PRON.inter,num.sg,case.dat,perf.nfh.ind.past.1per.pl
[ne]yeymişsiniz PRON.inter,num.sg,case.dat,perf.nfh.ind.past.2per.pl
[ne]yeymişler PRON.inter,num.sg,case.dat,perf.nfh.ind.past.3per.pl
[ne]yelermiş PRON.inter,num.sg,case.dat,perf.nfh.ind.past.3per.pl
[ne]yeysem PRON.inter,num.sg,case.dat,perf.cnd.pres.1per.sg
[ne]yeysen PRON.inter,num.sg,case.dat,perf.cnd.pres.2per.sg
[ne]yeyse PRON.inter,num.sg,case.dat,perf.cnd.pres.3per.sg
[ne]yeysek PRON.inter,num.sg,case.dat,perf.cnd.pres.1per.pl
[ne]yeyseniz PRON.inter,num.sg,case.dat,perf.cnd.pres.2per.pl
[ne]yeyseler PRON.inter,num.sg,case.dat,perf.cnd.pres.3per.pl
[ne]yelerse PRON.inter,num.sg,case.dat,perf.cnd.pres.3per.pl
[ne]yi PRON.inter,num.sg,case.acc
[ne]yidir PRON.inter,num.sg,case.acc,perf.gen.pres.3per.sg
[ne]yidirler PRON.inter,num.sg,case.acc,perf.gen.pres.3per.pl
[ne]yilerdir PRON.inter,num.sg,case.acc,perf.gen.pres.3per.pl
[ne]yim PRON.inter,num.sg,case.nom,perf.ind.pres.1per.sg
[ne]yisin PRON.inter,num.sg,case.acc,perf.ind.pres.2per.sg
[ne]yisiniz PRON.inter,num.sg,case.acc,perf.ind.pres.2per.pl
[ne]yiydi PRON.inter,num.sg,case.acc,perf.ind.past.3per.sg
[ne]yiyim PRON.inter,num.sg,case.acc,perf.ind.pres.1per.sg
[ne]yiyiz PRON.inter,num.sg,case.acc,perf.ind.pres.1per.pl
[ne]yiymiş PRON.inter,num.sg,case.acc,perf.nfh.ind.past.3per.sg
[ne]yiyse PRON.inter,num.sg,case.acc,perf.cnd.pres.3per.sg
[ne]yiz PRON.inter,num.sg,case.nom,perf.ind.pres.1per.pl
[ne]yle PRON.inter,num.sg,case.instr
[ne]yledir PRON.inter,num.sg,case.instr,perf.gen.pres.3per.sg
[ne]yledirler PRON.inter,num.sg,case.instr,perf.gen.pres.3per.pl
[ne]ylelerdir PRON.inter,num.sg,case.instr,perf.gen.pres.3per.pl
[ne]ylesin PRON.inter,num.sg,case.instr,perf.ind.pres.2per.sg
[ne]ylesiniz PRON.inter,num.sg,case.instr,perf.ind.pres.2per.pl
[ne]yleydi PRON.inter,num.sg,case.instr,perf.ind.past.3per.sg
[ne]yleyim PRON.inter,num.sg,case.instr,perf.ind.pres.1per.sg
[ne]yleyiz PRON.inter,num.sg,case.instr,perf.ind.pres.1per.pl
[ne]yleymiş PRON.inter,num.sg,case.instr,perf.nfh.ind.past.3per.sg
[ne]yleyse PRON.inter,num.sg,case.instr,perf.cnd.pres.3per.sg
[ne]ymişim PRON.inter,num.sg,case.nom,perf.nfh.ind.past.1per.sg
[ne]ymişsin PRON.inter,num.sg,case.nom,perf.nfh.ind.past.2per.sg
[ne]ymiş PRON.inter,num.sg,case.nom,perf.nfh.ind.past.3per.sg
[ne]ymişiz PRON.inter,num.sg,case.nom,perf.nfh.ind.past.1per.pl
[ne]ymişsiniz PRON.inter,num.sg,case.nom,perf.nfh.ind.past.2per.pl
[ne]ymişler PRON.inter,num.sg,case.nom,perf.nfh.ind.past.3per.pl
[ne]lermiş PRON.inter,num.sg,case.nom,perf.nfh.ind.past.3per.pl
[ne]ysem PRON.inter,num.sg,case.nom,perf.cnd.pres.1per.sg
[ne]ysen PRON.inter,num.sg,case.nom,perf.cnd.pres.2per.sg
[ne]yse PRON.inter,num.sg,case.nom,perf.cnd.pres.3per.sg
[ne]ysek PRON.inter,num.sg,case.nom,perf.cnd.pres.1per.pl
[ne]yseniz PRON.inter,num.sg,case.nom,perf.cnd.pres.2per.pl
[ne]yseler PRON.inter,num.sg,case.nom,perf.cnd.pres.3per.pl
[ne]lerse PRON.inter,num.sg,case.nom,perf.cnd.pres.3per.pl
[ne]yi PRON.inter,num.sg,case.acc
[ne]yi PRON.inter,num.sg,poss.3p.sg
[ne]yi PRON.inter,num.sg,poss.3p.pl
[ne]yiyimdir PRON.inter,num.sg,case.acc,perf.gen.pres.1per.sg
[ne]yisindir PRON.inter,num.sg,case.acc,perf.gen.pres.2per.sg
[ne]yidir PRON.inter,num.sg,case.acc,perf.gen.pres.3per.sg
[ne]yizdir PRON.inter,num.sg,case.acc,perf.gen.pres.1per.pl
[ne]yisinizdir PRON.inter,num.sg,case.acc,perf.gen.pres.2per.pl
[ne]yidirler PRON.inter,num.sg,case.acc,perf.gen.pres.3per.pl
[ne]yilerdir PRON.inter,num.sg,case.acc,perf.gen.pres.3per.pl
[ne]yiyim PRON.inter,num.sg,case.acc,perf.ind.pres.1per.sg
[ne]yisin PRON.inter,num.sg,case.acc,perf.ind.pres.2per.sg
[ne]yiyiz PRON.inter,num.sg,case.acc,perf.ind.pres.1per.pl
[ne]yisiniz PRON.inter,num.sg,case.acc,perf.ind.pres.2per.pl
[ne]yiydim PRON.inter,num.sg,case.acc,perf.ind.past.1per.sg
[ne]yiydin PRON.inter,num.sg,case.acc,perf.ind.past.2per.sg
[ne]yiydi PRON.inter,num.sg,case.acc,perf.ind.past.3per.sg
[ne]yiydik PRON.inter,num.sg,case.acc,perf.ind.past.1per.pl
[ne]yiydiniz PRON.inter,num.sg,case.acc,perf.ind.past.2per.pl
[ne]yiydiler PRON.inter,num.sg,case.acc,perf.ind.past.3per.pl
[ne]yilerdi PRON.inter,num.sg,case.acc,perf.ind.past.3per.pl
[ne]yiymişim PRON.inter,num.sg,case.acc,perf.nfh.ind.past.1per.sg
[ne]yiymişsin PRON.inter,num.sg,case.acc,perf.nfh.ind.past.2per.sg
[ne]yiymiş PRON.inter,num.sg,case.acc,perf.nfh.ind.past.3per.sg
[ne]yiymişiz PRON.inter,num.sg,case.acc,perf.nfh.ind.past.1per.pl
[ne]yiymişsiniz PRON.inter,num.sg,case.acc,perf.nfh.ind.past.2per.pl
[ne]yiymişler PRON.inter,num.sg,case.acc,perf.nfh.ind.past.3per.pl
[ne]yilermiş PRON.inter,num.sg,case.acc,perf.nfh.ind.past.3per.pl
[ne]yiysem PRON.inter,num.sg,case.acc,perf.cnd.pres.1per.sg
[ne]yiysen PRON.inter,num.sg,case.acc,perf.cnd.pres.2per.sg
[ne]yiyse PRON.inter,num.sg,case.acc,perf.cnd.pres.3per.sg
[ne]yiysek PRON.inter,num.sg,case.acc,perf.cnd.pres.1per.pl
[ne]yiyseniz PRON.inter,num.sg,case.acc,perf.cnd.pres.2per.pl
[ne]yiyseler PRON.inter,num.sg,case.acc,perf.cnd.pres.3per.pl
[ne]yilerse PRON.inter,num.sg,case.acc,perf.cnd.pres.3per.pl
[ne]yiyimdir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.1per.sg
[ne]yisindir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.2per.sg
[ne]yidir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.3per.sg
[ne]yizdir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.1per.pl
[ne]yisinizdir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.2per.pl
[ne]yidirler PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.3per.pl
[ne]yilerdir PRON.inter,num.sg,poss.3p.sg,perf.gen.pres.3per.pl
[ne]yiyim PRON.inter,num.sg,poss.3p.sg,perf.ind.pres.1per.sg
[ne]yisin PRON.inter,num.sg,poss.3p.sg,perf.ind.pres.2per.sg
[ne]yiyiz PRON.inter,num.sg,poss.3p.sg,perf.ind.pres.1per.pl
[ne]yisiniz PRON.inter,num.sg,poss.3p.sg,perf.ind.pres.2per.pl
[ne]yiydim PRON.inter,num.sg,poss.3p.sg,perf.ind.past.1per.sg
[ne]yiydin PRON.inter,num.sg,poss.3p.sg,perf.ind.past.2per.sg
[ne]yiydi PRON.inter,num.sg,poss.3p.sg,perf.ind.past.3per.sg
[ne]yiydik PRON.inter,num.sg,poss.3p.sg,perf.ind.past.1per.pl
[ne]yiydiniz PRON.inter,num.sg,poss.3p.sg,perf.ind.past.2per.pl
[ne]yiydiler PRON.inter,num.sg,poss.3p.sg,perf.ind.past.3per.pl
[ne]yilerdi PRON.inter,num.sg,poss.3p.sg,perf.ind.past.3per.pl
[ne]yiymişim PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.1per.sg
[ne]yiymişsin PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.2per.sg
[ne]yiymiş PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.3per.sg
[ne]yiymişiz PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.1per.pl
[ne]yiymişsiniz PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.2per.pl
[ne]yiymişler PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.3per.pl
[ne]yilermiş PRON.inter,num.sg,poss.3p.sg,perf.nfh.ind.past.3per.pl
[ne]yiysem PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.1per.sg
[ne]yiysen PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.2per.sg
[ne]yiyse PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.3per.sg
[ne]yiysek PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.1per.pl
[ne]yiyseniz PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.2per.pl
[ne]yiyseler PRON.inter,num.sg,poss.3p.sg,perf.cnd.pres.3per.pl
[ne]yiyimdir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.1per.sg
[ne]yisindir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.2per.sg
[ne]yidir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.3per.sg
[ne]yizdir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.1per.pl
[ne]yisinizdir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.2per.pl
[ne]yidirler PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.3per.pl
[ne]yilerdir PRON.inter,num.sg,poss.3p.pl,perf.gen.pres.3per.pl
[ne]yiyim PRON.inter,num.sg,poss.3p.pl,perf.ind.pres.1per.sg
[ne]yisin PRON.inter,num.sg,poss.3p.pl,perf.ind.pres.2per.sg
[ne]yiyiz PRON.inter,num.sg,poss.3p.pl,perf.ind.pres.1per.pl
[ne]yisiniz PRON.inter,num.sg,poss.3p.pl,perf.ind.pres.2per.pl
[ne]yiydim PRON.inter,num.sg,poss.3p.pl,perf.ind.past.1per.sg
[ne]yiydin PRON.inter,num.sg,poss.3p.pl,perf.ind.past.2per.sg
[ne]yiydi PRON.inter,num.sg,poss.3p.pl,perf.ind.past.3per.sg
[ne]yiydik PRON.inter,num.sg,poss.3p.pl,perf.ind.past.1per.pl
[ne]yiydiniz PRON.inter,num.sg,poss.3p.pl,perf.ind.past.2per.pl
[ne]yiydiler PRON.inter,num.sg,poss.3p.pl,perf.ind.past.3per.pl
[ne]yilerdi PRON.inter,num.sg,poss.3p.pl,perf.ind.past.3per.pl
[ne]yiymişim PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.1per.sg
[ne]yiymişsin PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.2per.sg
[ne]yiymiş PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.3per.sg
[ne]yiymişiz PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.1per.pl
[ne]yiymişsiniz PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.2per.pl
[ne]yiymişler PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.3per.pl
[ne]yilermiş PRON.inter,num.sg,poss.3p.pl,perf.nfh.ind.past.3per.pl
[ne]yiysem PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.1per.sg
[ne]yiysen PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.2per.sg
[ne]yiyse PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.3per.sg
[ne]yiysek PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.1per.pl
[ne]yiyseniz PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.2per.pl
[ne]yiyseler PRON.inter,num.sg,poss.3p.pl,perf.cnd.pres.3per.pl
[ne]yiz PRON.inter,num.sg,case.nom,perf.ind.pres.1per.pl
[ne]yim PRON.inter,num.sg,case.nom,perf.ind.pres.1per.sg
[ne]yim PRON.inter,num.sg,poss.1p.sg
[ne]yimiz PRON.inter,num.sg,poss.1p.pl
[ne]yimdir PRON.inter,num.sg,case.acc,perf.gen.pres.1per.sg
[ne]yin PRON.inter,num.sg,case.gen
[ne]yin PRON.inter,num.sg,poss.2p.sg
[ne]yindim PRON.inter,num.sg,case.gen,perf.ind.past.1per.sg
[ne]yindin PRON.inter,num.sg,case.gen,perf.ind.past.2per.sg
[ne]yindi PRON.inter,num.sg,case.gen,perf.ind.past.3per.sg
[ne]yindik PRON.inter,num.sg,case.gen,perf.ind.past.1per.pl
[ne]yindiniz PRON.inter,num.sg,case.gen,perf.ind.past.2per.pl
[ne]yindiler PRON.inter,num.sg,case.gen,perf.ind.past.3per.pl
[ne]yinlerdi PRON.inter,num.sg,case.gen,perf.ind.past.3per.pl
[ne]yindir PRON.inter,num.sg,case.gen,perf.gen.pres.3per.sg
[ne]yindirler PRON.inter,num.sg,case.gen,perf.gen.pres.3per.pl
[ne]yinim PRON.inter,num.sg,case.gen,perf.ind.pres.1per.sg
[ne]yinsin PRON.inter,num.sg,case.gen,perf.ind.pres.2per.sg
[ne]yiniz PRON.inter,num.sg,case.gen,perf.ind.pres.1per.pl
[ne]yinsiniz PRON.inter,num.sg,case.gen,perf.ind.pres.2per.pl
[ne]yinlerdir PRON.inter,num.sg,case.gen,perf.gen.pres.3per.pl
[ne]yindirler PRON.inter,num.sg,case.gen,perf.gen.pres.3per.pl
[ne]yinmişim PRON.inter,num.sg,case.gen,perf.nfh.ind.past.1per.sg
[ne]yinmişsin PRON.inter,num.sg,case.gen,perf.nfh.ind.past.2per.sg
[ne]yinmiş PRON.inter,num.sg,case.gen,perf.nfh.ind.past.3per.sg
[ne]yinmişiz PRON.inter,num.sg,case.gen,perf.nfh.ind.past.1per.pl
[ne]yinmişsiniz PRON.inter,num.sg,case.gen,perf.nfh.ind.past.2per.pl
[ne]yinmişler PRON.inter,num.sg,case.gen,perf.nfh.ind.past.3per.pl
[ne]yinlermiş PRON.inter,num.sg,case.gen,perf.nfh.ind.past.3per.pl
[ne]yinsem PRON.inter,num.sg,case.gen,perf.cnd.pres.1per.sg
[ne]yinsen PRON.inter,num.sg,case.gen,perf.cnd.pres.2per.sg
[ne]yinse PRON.inter,num.sg,case.gen,perf.cnd.pres.3per.sg
[ne]yinsek PRON.inter,num.sg,case.gen,perf.cnd.pres.1per.pl
[ne]yinseniz PRON.inter,num.sg,case.gen,perf.cnd.pres.2per.pl
[ne]yinseler PRON.inter,num.sg,case.gen,perf.cnd.pres.3per.pl
[ne]yinlerse PRON.inter,num.sg,case.gen,perf.cnd.pres.3per.pl
[ne]yindim PRON.inter,num.sg,poss.2p.sg,perf.ind.past.1per.sg
[ne]yindin PRON.inter,num.sg,poss.2p.sg,perf.ind.past.2per.sg
[ne]yindi PRON.inter,num.sg,poss.2p.sg,perf.ind.past.3per.sg
[ne]yindik PRON.inter,num.sg,poss.2p.sg,perf.ind.past.1per.pl
[ne]yindiniz PRON.inter,num.sg,poss.2p.sg,perf.ind.past.2per.pl
[ne]yindiler PRON.inter,num.sg,poss.2p.sg,perf.ind.past.3per.pl
[ne]yinlerdi PRON.inter,num.sg,poss.2p.sg,perf.ind.past.3per.pl
[ne]yindir PRON.inter,num.sg,poss.2p.sg,perf.gen.pres.3per.sg
[ne]yindirler PRON.inter,num.sg,poss.2p.sg,perf.gen.pres.3per.pl
[ne]yinim PRON.inter,num.sg,poss.2p.sg,perf.ind.pres.1per.sg
[ne]yinsin PRON.inter,num.sg,poss.2p.sg,perf.ind.pres.2per.sg
[ne]yiniz PRON.inter,num.sg,poss.2p.sg,perf.ind.pres.1per.pl
[ne]yinsiniz PRON.inter,num.sg,poss.2p.sg,perf.ind.pres.2per.pl
[ne]yinlerdir PRON.inter,num.sg,poss.2p.sg,perf.gen.pres.3per.pl
